Name,Specialization,Experience (years),Degrees,Address,City,State,Contact,Email,Rating,Popular Reviews,Hospital,Consultation Fee (INR)
Dr. Vivaan Kumar,Neurologist,8,"MCh, MD, PhD","123 Street, Gangtok, Sikkim",Gangtok,Sikkim,+91 7467618453,dr..vivaan.kumar@gangtok.hospital.com,5.0,Patient and compassionate treatment.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,790
Dr. Aarav Chawla,ENT Specialist,21,"DM, MS","123 Street, Geyzing, Sikkim",Geyzing,Sikkim,+91 8682518745,dr..aarav.chawla@geyzing.hospital.com,4.2,Explained the condition very clearly.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,1083
Dr. Isha Nigam,ENT Specialist,16,DM,"123 Street, Namchi, Sikkim",Namchi,Sikkim,+91 8580004235,dr..isha.nigam@namchi.hospital.com,4.1,Explained the condition very clearly.; Highly professional and caring.; Highly recommended for specialized care.,City General Hospital,752
Dr. Mira Dey,Cardiologist,24,"MD, DM","123 Street, Namchi, Sikkim",Namchi,Sikkim,+91 9771641562,dr..mira.dey@namchi.hospital.com,4.0,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1229
Dr. Aarav Sharma,Pediatrician,4,"MS, DNB, DM","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 8083151518,dr..aarav.sharma@coimbatore.hospital.com,3.6,Explained the condition very clearly.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1093
Dr. Harsh Verma,Pediatrician,23,MS,"123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 9027345526,dr..harsh.verma@chennai.hospital.com,3.6,Patient and compassionate treatment.; Highly professional and caring.; Took time to address all concerns.,Global Care Hospital,1033
Dr. Simran Malhotra,Dermatologist,3,DM,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 9378467389,dr..simran.malhotra@coimbatore.hospital.com,4.0,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,935
Dr. Sneha Jain,Dermatologist,15,"DM, MS, MBBS","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 7578374052,dr..sneha.jain@madurai.hospital.com,4.8,Patient and compassionate treatment.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1943
Dr. Vivaan Reddy,ENT Specialist,11,"MD, MS, DM","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7330492932,dr..vivaan.reddy@chennai.hospital.com,4.5,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,1005
Dr. Aryan Dey,Orthopedic,4,"DM, MCh","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 8111316811,dr..aryan.dey@coimbatore.hospital.com,4.2,Explained the condition very clearly.; Took time to address all concerns.; Highly professional and caring.,City General Hospital,942
Dr. Aditya Ojha,Orthopedic,15,"DM, MD, PhD","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 8797677462,dr..aditya.ojha@coimbatore.hospital.com,3.6,Took time to address all concerns.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,538
Dr. Aditya Reddy,Cardiologist,20,"DM, MBBS","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 9921159064,dr..aditya.reddy@chennai.hospital.com,4.9,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1460
Dr. Sia Chawla,ENT Specialist,8,MD,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 9302897643,dr..sia.chawla@coimbatore.hospital.com,3.7,Explained the condition very clearly.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1497
Dr. Ishaan Bose,Dermatologist,3,MD,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 7259639562,dr..ishaan.bose@coimbatore.hospital.com,4.5,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,655
Dr. Raj Ojha,Ophthalmologist,10,DM,"123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 7161075396,dr..raj.ojha@madurai.hospital.com,4.0,Explained the condition very clearly.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1646
Dr. Isha Verma,Gynecologist,14,"MD, DM","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 7053857132,dr..isha.verma@madurai.hospital.com,3.9,Highly professional and caring.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,896
Dr. Ritu Kohli,Gynecologist,35,"DM, MCh","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 9669271718,dr..ritu.kohli@coimbatore.hospital.com,3.9,Took time to address all concerns.; Highly professional and caring.; Explained the condition very clearly.,Global Care Hospital,1805
Dr. Kriti Roy,Ophthalmologist,33,"DNB, MD","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 8355165192,dr..kriti.roy@chennai.hospital.com,4.5,Patient and compassionate treatment.; Highly recommended for specialized care.; Took time to address all concerns.,City General Hospital,532
Dr. Ishaan Agrawal,General Physician,32,"MBBS, MS, MD","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 9641878891,dr..ishaan.agrawal@chennai.hospital.com,4.5,Patient and compassionate treatment.; Highly professional and caring.; Explained the condition very clearly.,City General Hospital,1288
Dr. Simran Thakur,Ophthalmologist,7,"PhD, MBBS","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 9000720764,dr..simran.thakur@coimbatore.hospital.com,4.4,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1577
Dr. Tara Sethi,Pediatrician,34,"PhD, DNB","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 9072444658,dr..tara.sethi@coimbatore.hospital.com,3.8,Highly professional and caring.; Explained the condition very clearly.; Patient and compassionate treatment.,Global Care Hospital,1265
Dr. Kavya Malhotra,Orthopedic,21,MBBS,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 8785367307,dr..kavya.malhotra@coimbatore.hospital.com,3.6,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1882
Dr. Isha Mathur,General Physician,16,"DNB, DM, PhD","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 8924777973,dr..isha.mathur@coimbatore.hospital.com,3.9,Patient and compassionate treatment.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,337
Dr. Ashwin Jain,Gynecologist,29,"MCh, MS","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 9427783941,dr..ashwin.jain@coimbatore.hospital.com,4.9,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1853
Dr. Ravi Banerjee,Dermatologist,33,"MBBS, PhD","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 7820398001,dr..ravi.banerjee@coimbatore.hospital.com,4.7,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1123
Dr. Isha Gupta,Psychiatrist,14,"MD, DM","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7334878512,dr..isha.gupta@chennai.hospital.com,4.7,Explained the condition very clearly.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1814
Dr. Vivaan Chaudhary,General Physician,23,"MS, MCh, DM","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7454577765,dr..vivaan.chaudhary@chennai.hospital.com,3.8,Took time to address all concerns.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,324
Dr. Mira Patel,Dermatologist,15,MCh,"123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7502273733,dr..mira.patel@chennai.hospital.com,4.7,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,1815
Dr. Advait Banerjee,ENT Specialist,20,MD,"123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 8933915325,dr..advait.banerjee@madurai.hospital.com,4.0,Highly professional and caring.; Highly recommended for specialized care.; Took time to address all concerns.,City General Hospital,509
Dr. Priya Sharma,Cardiologist,30,"PhD, MCh, MS","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 7963750124,dr..priya.sharma@coimbatore.hospital.com,4.5,Patient and compassionate treatment.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,1851
Dr. Karan Thakur,Orthopedic,26,MBBS,"123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 7640462994,dr..karan.thakur@madurai.hospital.com,4.1,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,499
Dr. Varun Nigam,ENT Specialist,22,"DM, PhD","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 8737375534,dr..varun.nigam@chennai.hospital.com,4.2,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1497
Dr. Karan Jain,Neurologist,13,"DNB, PhD, DM","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 7595171009,dr..karan.jain@madurai.hospital.com,4.1,Highly professional and caring.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,440
Dr. Karan Sekhar,Cardiologist,16,"DNB, MD","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 8201474865,dr..karan.sekhar@chennai.hospital.com,4.4,Highly professional and caring.; Explained the condition very clearly.; Patient and compassionate treatment.,City General Hospital,1402
Dr. Neha Kapoor,Pediatrician,28,PhD,"123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 9848223951,dr..neha.kapoor@chennai.hospital.com,5.0,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,City General Hospital,1869
Dr. Aditya Bhalla,Pediatrician,22,PhD,"123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7070760832,dr..aditya.bhalla@chennai.hospital.com,4.3,Highly recommended for specialized care.; Took time to address all concerns.; Explained the condition very clearly.,Global Care Hospital,718
Dr. Aryan Pillai,Ophthalmologist,40,DM,"123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 8061448670,dr..aryan.pillai@madurai.hospital.com,4.3,Explained the condition very clearly.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,1915
Dr. Simran Verma,Gynecologist,29,"DM, PhD","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 9095645783,dr..simran.verma@madurai.hospital.com,3.5,Explained the condition very clearly.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,1008
Dr. Aarav Nair,ENT Specialist,33,"MBBS, DM, MD","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 8822000026,dr..aarav.nair@madurai.hospital.com,3.6,Highly professional and caring.; Explained the condition very clearly.; Took time to address all concerns.,City General Hospital,1898
Dr. Kabir Singh,ENT Specialist,7,"MCh, MD","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7347537361,dr..kabir.singh@chennai.hospital.com,4.0,Took time to address all concerns.; Highly professional and caring.; Highly recommended for specialized care.,Global Care Hospital,1589
Dr. Eshaan Verma,General Physician,30,DM,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 7239199162,dr..eshaan.verma@coimbatore.hospital.com,3.6,Patient and compassionate treatment.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,688
Dr. Ravi Patel,Gynecologist,16,DNB,"123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 9365056410,dr..ravi.patel@madurai.hospital.com,3.9,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,523
Dr. Ashwin Saxena,Dermatologist,7,DNB,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 7024223236,dr..ashwin.saxena@coimbatore.hospital.com,4.1,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,1026
Dr. Simran Chawla,Dermatologist,32,MS,"123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 8138434785,dr..simran.chawla@madurai.hospital.com,3.6,Explained the condition very clearly.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,915
Dr. Aditi Iyer,ENT Specialist,15,"MD, DNB","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 8752566801,dr..aditi.iyer@chennai.hospital.com,3.8,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,722
Dr. Varun Jain,Pediatrician,8,"MBBS, PhD, MD","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7957317949,dr..varun.jain@chennai.hospital.com,4.2,Highly professional and caring.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,1936
Dr. Arjun Agrawal,Dermatologist,30,"PhD, MD","123 Street, Chennai, Tamil Nadu",Chennai,Tamil Nadu,+91 7994527409,dr..arjun.agrawal@chennai.hospital.com,4.5,Highly professional and caring.; Took time to address all concerns.; Highly recommended for specialized care.,Global Care Hospital,957
Dr. Tara Kapoor,Cardiologist,16,"MD, PhD, MBBS","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 9243002308,dr..tara.kapoor@coimbatore.hospital.com,4.8,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1280
Dr. Sneha Menon,Ophthalmologist,18,"MBBS, DNB","123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 8214534161,dr..sneha.menon@coimbatore.hospital.com,4.0,Patient and compassionate treatment.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,748
Dr. Aditya Sethi,Ophthalmologist,3,"MCh, MBBS","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 7689126052,dr..aditya.sethi@madurai.hospital.com,4.1,Highly recommended for specialized care.; Patient and compassionate treatment.; Took time to address all concerns.,Global Care Hospital,632
Dr. Sneha Saxena,Pediatrician,15,MS,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 7355937924,dr..sneha.saxena@coimbatore.hospital.com,4.6,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,City General Hospital,1664
Dr. Ishaan Chawla,Neurologist,35,MCh,"123 Street, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,+91 8396238399,dr..ishaan.chawla@coimbatore.hospital.com,3.8,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,960
Dr. Ishaan Iyer,Neurologist,38,"DNB, DM","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 7633262350,dr..ishaan.iyer@madurai.hospital.com,4.2,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1766
Dr. Nikhil Singh,Cardiologist,32,"MS, MBBS, PhD","123 Street, Madurai, Tamil Nadu",Madurai,Tamil Nadu,+91 9168483743,dr..nikhil.singh@madurai.hospital.com,4.9,Highly recommended for specialized care.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,1591
Dr. Mira Bose,ENT Specialist,12,MBBS,"123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 9071557676,dr..mira.bose@nizamabad.hospital.com,4.8,Highly professional and caring.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,891
Dr. Karan Thakur,Dermatologist,30,"DNB, MBBS","123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 8776477648,dr..karan.thakur@nizamabad.hospital.com,3.9,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,633
Dr. Saanvi Saxena,Orthopedic,8,"DNB, MCh, DM","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 9050675655,dr..saanvi.saxena@hyderabad.hospital.com,4.7,Took time to address all concerns.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,444
Dr. Parth Ghosh,Pediatrician,30,MCh,"123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7786825385,dr..parth.ghosh@hyderabad.hospital.com,4.1,Highly professional and caring.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,1970
Dr. Kriti Dey,Cardiologist,19,"MCh, DNB, PhD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 7344383593,dr..kriti.dey@warangal.hospital.com,4.8,Took time to address all concerns.; Highly recommended for specialized care.; Patient and compassionate treatment.,Global Care Hospital,1372
Dr. Kavya Ghosh,ENT Specialist,33,MD,"123 Street, Warangal, Telangana",Warangal,Telangana,+91 8766084582,dr..kavya.ghosh@warangal.hospital.com,3.9,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,719
Dr. Kriti Kohli,Ophthalmologist,5,MCh,"123 Street, Warangal, Telangana",Warangal,Telangana,+91 9171755668,dr..kriti.kohli@warangal.hospital.com,4.7,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,641
Dr. Isha Bhalla,Neurologist,32,"MBBS, DNB","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 9777976370,dr..isha.bhalla@hyderabad.hospital.com,3.8,Highly professional and caring.; Highly recommended for specialized care.; Took time to address all concerns.,Global Care Hospital,959
Dr. Aditi Menon,Pediatrician,13,DNB,"123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 8528404835,dr..aditi.menon@nizamabad.hospital.com,4.8,Highly professional and caring.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1235
Dr. Nikhil Gupta,Ophthalmologist,12,"MBBS, DNB","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7079903378,dr..nikhil.gupta@hyderabad.hospital.com,4.8,Patient and compassionate treatment.; Took time to address all concerns.; Highly professional and caring.,Global Care Hospital,788
Dr. Aryan Banerjee,Dermatologist,30,"MBBS, PhD, MD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 8740195427,dr..aryan.banerjee@warangal.hospital.com,4.6,Patient and compassionate treatment.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1634
Dr. Eshaan Dey,Orthopedic,10,MBBS,"123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7036645679,dr..eshaan.dey@hyderabad.hospital.com,3.6,Highly recommended for specialized care.; Took time to address all concerns.; Patient and compassionate treatment.,City General Hospital,357
Dr. Sia Sekhar,Psychiatrist,4,DNB,"123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 9262137868,dr..sia.sekhar@hyderabad.hospital.com,4.2,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1611
Dr. Isha Menon,Orthopedic,13,"PhD, MBBS, DNB","123 Street, Warangal, Telangana",Warangal,Telangana,+91 9621096563,dr..isha.menon@warangal.hospital.com,3.8,Patient and compassionate treatment.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1356
Dr. Harsh Chawla,Gynecologist,36,"MCh, MS, MD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 8122181748,dr..harsh.chawla@warangal.hospital.com,4.4,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,1781
Dr. Sia Ojha,Orthopedic,4,"MCh, MD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 9855838182,dr..sia.ojha@warangal.hospital.com,4.9,Highly recommended for specialized care.; Highly professional and caring.; Patient and compassionate treatment.,City General Hospital,1627
Dr. Priya Mehta,General Physician,25,"DNB, MCh, MBBS","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 8046236715,dr..priya.mehta@hyderabad.hospital.com,4.6,Highly recommended for specialized care.; Highly professional and caring.; Explained the condition very clearly.,City General Hospital,538
Dr. Advait Patel,Dermatologist,24,"MCh, DM, MS","123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 7048987918,dr..advait.patel@nizamabad.hospital.com,3.9,Explained the condition very clearly.; Highly recommended for specialized care.; Took time to address all concerns.,City General Hospital,1826
Dr. Sneha Banerjee,Ophthalmologist,16,PhD,"123 Street, Warangal, Telangana",Warangal,Telangana,+91 8856326803,dr..sneha.banerjee@warangal.hospital.com,3.9,Highly professional and caring.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,436
Dr. Aditi Mishra,Cardiologist,4,"MCh, MD, DNB","123 Street, Warangal, Telangana",Warangal,Telangana,+91 8190419004,dr..aditi.mishra@warangal.hospital.com,4.1,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,948
Dr. Parth Singh,ENT Specialist,10,"MBBS, DM","123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 9075375356,dr..parth.singh@nizamabad.hospital.com,3.6,Highly professional and caring.; Highly recommended for specialized care.; Explained the condition very clearly.,Global Care Hospital,1631
Dr. Niharika Nair,Neurologist,10,"MBBS, PhD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 9424172376,dr..niharika.nair@warangal.hospital.com,4.1,Highly professional and caring.; Explained the condition very clearly.; Highly recommended for specialized care.,City General Hospital,1734
Dr. Vivaan Jain,General Physician,25,DNB,"123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7491680052,dr..vivaan.jain@hyderabad.hospital.com,4.4,Highly professional and caring.; Patient and compassionate treatment.; Explained the condition very clearly.,Global Care Hospital,1937
Dr. Harsh Nair,Neurologist,27,"MBBS, DNB","123 Street, Warangal, Telangana",Warangal,Telangana,+91 9640824544,dr..harsh.nair@warangal.hospital.com,4.6,Patient and compassionate treatment.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,678
Dr. Karan Pillai,Orthopedic,33,MBBS,"123 Street, Warangal, Telangana",Warangal,Telangana,+91 8706185820,dr..karan.pillai@warangal.hospital.com,4.4,Explained the condition very clearly.; Highly professional and caring.; Patient and compassionate treatment.,Global Care Hospital,1542
Dr. Kabir Nigam,Orthopedic,27,"MD, MCh, PhD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 9814809675,dr..kabir.nigam@warangal.hospital.com,3.7,Highly professional and caring.; Explained the condition very clearly.; Took time to address all concerns.,City General Hospital,868
Dr. Kiara Patel,Psychiatrist,38,"MCh, MS","123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 7029831056,dr..kiara.patel@nizamabad.hospital.com,4.6,Highly recommended for specialized care.; Patient and compassionate treatment.; Explained the condition very clearly.,City General Hospital,1268
Dr. Harsh Ghosh,General Physician,39,"MD, MCh","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7504450950,dr..harsh.ghosh@hyderabad.hospital.com,4.1,Patient and compassionate treatment.; Took time to address all concerns.; Explained the condition very clearly.,City General Hospital,1396
Dr. Ravi Pandey,Ophthalmologist,5,"DM, MS","123 Street, Warangal, Telangana",Warangal,Telangana,+91 9368274196,dr..ravi.pandey@warangal.hospital.com,4.4,Highly recommended for specialized care.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,767
Dr. Aditya Gupta,ENT Specialist,37,MS,"123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 8352458604,dr..aditya.gupta@nizamabad.hospital.com,4.0,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,City General Hospital,417
Dr. Arjun Reddy,Cardiologist,23,MD,"123 Street, Warangal, Telangana",Warangal,Telangana,+91 7284728546,dr..arjun.reddy@warangal.hospital.com,3.9,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,1333
Dr. Aryan Pandey,Ophthalmologist,18,"PhD, DM, MD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 7076334541,dr..aryan.pandey@warangal.hospital.com,3.6,Explained the condition very clearly.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,380
Dr. Kriti Menon,Ophthalmologist,40,"DNB, MBBS, MD","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 8893175138,dr..kriti.menon@hyderabad.hospital.com,4.2,Explained the condition very clearly.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1847
Dr. Aditi Dey,Neurologist,16,"MD, DM, MCh","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 9977016978,dr..aditi.dey@hyderabad.hospital.com,4.7,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1290
Dr. Aarav Verma,ENT Specialist,22,"MS, DM, MBBS","123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 8599302436,dr..aarav.verma@nizamabad.hospital.com,4.6,Patient and compassionate treatment.; Highly recommended for specialized care.; Highly professional and caring.,Global Care Hospital,1128
Dr. Naina Reddy,General Physician,5,MD,"123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 9869107976,dr..naina.reddy@nizamabad.hospital.com,4.4,Highly recommended for specialized care.; Explained the condition very clearly.; Highly professional and caring.,Global Care Hospital,1688
Dr. Ravi Patel,Gynecologist,33,DNB,"123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7483957431,dr..ravi.patel@hyderabad.hospital.com,4.1,Highly recommended for specialized care.; Explained the condition very clearly.; Took time to address all concerns.,Global Care Hospital,1845
Dr. Aditi Banerjee,Pediatrician,28,"DM, DNB","123 Street, Warangal, Telangana",Warangal,Telangana,+91 9801888803,dr..aditi.banerjee@warangal.hospital.com,4.7,Took time to address all concerns.; Patient and compassionate treatment.; Highly professional and caring.,Global Care Hospital,1429
Dr. Sneha Chawla,Dermatologist,4,"DNB, MD, MBBS","123 Street, Nizamabad, Telangana",Nizamabad,Telangana,+91 9829945583,dr..sneha.chawla@nizamabad.hospital.com,4.0,Took time to address all concerns.; Patient and compassionate treatment.; Highly professional and caring.,City General Hospital,1945
Dr. Raj Mishra,Dermatologist,27,"DNB, PhD, MBBS","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7942882179,dr..raj.mishra@hyderabad.hospital.com,4.2,Took time to address all concerns.; Highly recommended for specialized care.; Highly professional and caring.,City General Hospital,790
Dr. Isha Bose,Orthopedic,4,MD,"123 Street, Warangal, Telangana",Warangal,Telangana,+91 7037506992,dr..isha.bose@warangal.hospital.com,3.6,Explained the condition very clearly.; Took time to address all concerns.; Highly professional and caring.,Global Care Hospital,1120
Dr. Harsh Roy,Neurologist,25,"PhD, MBBS, DNB","123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 7348619431,dr..harsh.roy@hyderabad.hospital.com,4.0,Explained the condition very clearly.; Patient and compassionate treatment.; Highly recommended for specialized care.,Global Care Hospital,1767
Dr. Harsh Chaudhary,Orthopedic,22,"MCh, MBBS, PhD","123 Street, Warangal, Telangana",Warangal,Telangana,+91 8610445065,dr..harsh.chaudhary@warangal.hospital.com,4.7,Explained the condition very clearly.; Took time to address all concerns.; Highly recommended for specialized care.,City General Hospital,466
Dr. Mira Menon,ENT Specialist,4,MBBS,"123 Street, Hyderabad, Telangana",Hyderabad,Telangana,+91 8177184003,dr..mira.menon@hyderabad.hospital.com,4.8,Took time to address all concerns.; Explained the condition very clearly.; Highly recommended for specialized care.,Global Care Hospital,865
